train,test,norm,pos,quat
2.1411448,1.3351179,0.12642083,18.548468,0.30406213
0.95862377,0.68604654,0.021296158,7.6728005,0.21023768
0.66418016,0.6211965,0.013553965,5.0915594,0.17074314
0.5420985,0.4535453,0.011210168,4.090866,0.14654544
0.45769677,0.42119154,0.009154704,3.391512,0.1307001
0.41906694,0.37885964,0.007889741,3.1095505,0.11924771
0.39197809,0.408711,0.006952993,2.9190056,0.1104247
0.36785698,0.34375188,0.00633941,2.7438092,0.10315792
0.33908796,0.27739862,0.0058362507,2.5152206,0.09664695
0.32881594,0.27574128,0.005426666,2.459863,0.09142997
0.31081003,0.26671228,0.0050762836,2.3218918,0.08679244
0.30388016,0.29609433,0.004798832,2.2866638,0.08303768
0.28796235,0.23189548,0.0046359897,2.1622858,0.079189084
0.2789256,0.26856446,0.0044280863,2.1001658,0.07607353
0.26821795,0.26049942,0.004284313,2.018828,0.073229715
0.2569686,0.20541604,0.004074735,1.9333063,0.070256084
0.24800615,0.233058,0.0038389054,1.8655431,0.06785327
0.24716064,0.20168889,0.00362698,1.8744892,0.06594334
0.24211854,0.19640605,0.0034321945,1.8369571,0.0645329
0.23730843,0.18856493,0.0033112636,1.8086286,0.06234937
0.2384381,0.16030218,0.0031452123,1.8283961,0.061426654
0.22535463,0.24908035,0.002979235,1.7148932,0.05951933
0.2190658,0.19005245,0.0028399832,1.6644064,0.05815685
0.21730305,0.21046671,0.0027315586,1.6531711,0.05745867
0.21423495,0.21755089,0.0026261657,1.6323014,0.05638021
0.2115606,0.18923984,0.002553177,1.6098619,0.05591013
0.21124709,0.20249061,0.0024736032,1.6199454,0.05445021
0.19985615,0.19487244,0.0023586114,1.5159191,0.05336485
0.20043343,0.19332345,0.0023040366,1.5314467,0.052287057
0.19544621,0.14366633,0.0022439554,1.4865489,0.051741015
0.19082233,0.13553795,0.0021768725,1.4527485,0.050366424
0.18906558,0.18196708,0.0020892823,1.438435,0.050014615
0.19305101,0.15879521,0.0020563707,1.4696275,0.050980695
0.18427707,0.15670508,0.0019802232,1.3952261,0.049507134
0.18855613,0.1572026,0.0019515703,1.4440539,0.048839543
0.17651565,0.13408712,0.0018843038,1.3370243,0.047360875
0.17733017,0.17746155,0.0018215715,1.3470799,0.047155574
0.17468126,0.13814646,0.0017767915,1.3267541,0.046475753
0.16824667,0.16818628,0.0017258035,1.2686267,0.045790475
0.17312455,0.16360602,0.0016951584,1.3157742,0.045975115
0.16874342,0.14862338,0.0016775102,1.2810056,0.04497233
0.16409694,0.11661436,0.0016515283,1.2409782,0.044259958
0.1642839,0.14408626,0.00159583,1.2477705,0.043719172
0.16449575,0.15346739,0.0015939669,1.2519205,0.043493688
0.1574323,0.16229056,0.0015278207,1.1875972,0.042799775
0.15925239,0.12552054,0.0014935401,1.2066215,0.04271208
0.16066156,0.1453063,0.001453937,1.2204595,0.0427447
0.16360928,0.13308038,0.0014574116,1.2476641,0.042996787
0.15707631,0.1431178,0.001421151,1.1939514,0.041710053
0.14953034,0.126656,0.0013707808,1.1207228,0.041467756
0.09653133,0.089298554,0.001306849,0.6102683,0.039304238
0.09539645,0.07057202,0.0012615073,0.6026599,0.03889367
0.09489775,0.10182831,0.0012234652,0.6013318,0.038491365
0.094211005,0.100600675,0.0012007518,0.5966748,0.038248282
0.09261807,0.099791,0.0011744422,0.5844691,0.03783747
0.093154,0.075450286,0.0011528968,0.59149647,0.037654523
0.09319289,0.070759945,0.0011343044,0.5936562,0.037459828
0.092977226,0.0642142,0.0011162609,0.5914273,0.037469868
0.090726055,0.07500453,0.0011013591,0.5717693,0.037154432
0.089851156,0.091285534,0.0010860714,0.56576073,0.03685164
0.08973699,0.07002014,0.0010720735,0.56631315,0.036664963
0.09064053,0.09917158,0.0010586323,0.57663995,0.036522962
0.09026302,0.10628069,0.0010560598,0.57583284,0.036193486
0.08787553,0.080040246,0.001044325,0.55584127,0.035763305
0.088634916,0.07281546,0.0010352917,0.56481534,0.035610955
0.08780517,0.084597796,0.0010259674,0.5589312,0.035343833
0.08677259,0.073758334,0.0010100331,0.55045384,0.035140224
0.09192046,0.066251166,0.0010274709,0.60022473,0.035328038
0.08717297,0.06641912,0.0010160145,0.55778533,0.034769822
0.08953787,0.085450694,0.0010015932,0.5822453,0.03468131
0.08903385,0.06783423,0.00099427,0.5781315,0.03457919
0.08804729,0.06526594,0.0009878054,0.5701546,0.034370046
0.08527493,0.07973385,0.0009622348,0.5446485,0.03412651
0.089097105,0.07746783,0.00095144485,0.57890517,0.03456827
0.083924375,0.0929514,0.00093204534,0.53002363,0.03425423
0.08281322,0.070582874,0.00091353204,0.5218829,0.033926196
0.08244406,0.08973073,0.0009009877,0.5193815,0.03379534
0.08180086,0.09006915,0.00089051435,0.51429415,0.0336471
0.08268479,0.091487005,0.00087920553,0.52401775,0.03355011
0.08241712,0.061225574,0.0008720098,0.5226085,0.03341008
0.083047196,0.067845516,0.00086377654,0.5300448,0.033284817
0.08255609,0.061869998,0.00085398986,0.52641946,0.033143047
0.08119488,0.07724863,0.00084667606,0.5140688,0.0330037
0.08284422,0.07286189,0.0008441997,0.53027683,0.033035688
0.0830867,0.06930676,0.0008561438,0.5350325,0.03277537
0.08463607,0.078257024,0.0008605747,0.5515427,0.03266193
0.08388332,0.08767875,0.0008441405,0.5449528,0.032559577
0.08144241,0.084941074,0.0008270769,0.52344286,0.032239348
0.081810385,0.09204226,0.00082038,0.52820355,0.032119997
0.08136294,0.07020722,0.00083152764,0.5247249,0.032008108
0.090401255,0.061658382,0.00081233296,0.5997356,0.03371828
0.078570396,0.07757422,0.00079104997,0.4939119,0.032333445
0.07821874,0.053725507,0.0007792363,0.49390763,0.031944513
0.079260305,0.06636815,0.00077005825,0.50578696,0.031782888
0.079087935,0.089872,0.0007700671,0.5057379,0.03159681
0.077992775,0.06696287,0.00076579663,0.4963853,0.031419616
0.0789975,0.07484359,0.000758988,0.50720954,0.03133405
0.07788504,0.06472035,0.0007541137,0.4962505,0.031316195
0.07959681,0.06538364,0.0007491575,0.5144501,0.031196553
